1770817878.184986 server started (33611): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1770817878.185000 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1770817878.185005 using libevent 2.1.12-stable poll
1770817878.185010 using utf8proc 2.11.2
1770817878.185011 using ncurses 6.5 20240427
1770817878.208898 cmd_parse_build_commands 0:2: other-end
1770817878.208900 args_parse_flags: next -X
1770817878.208901 args_parse_flags: -X
1770817878.208903 args_parse_flags: next other-end
1770817878.208904 args_parse: flags end at 2 of 3
1770817878.208905 args_parse: 2 = other-end (type STRING)
1770817878.208908 cmd_parse_build_commands: send-keys -X other-end
1770817878.208909 args_parse_flags: next -Tcopy-mode-vi
1770817878.208911 args_parse_flag_argument: -T = copy-mode-vi
1770817878.208912 args_parse_flags: next o
1770817878.208913 args_parse: flags end at 2 of 4
1770817878.208915 args_parse: 2 = o (type STRING)
1770817878.208917 args_parse: 3 = send-keys -X other-end (type COMMANDS)
1770817878.208919 cmd_parse_build_commands: bind-key -T copy-mode-vi o { send-keys -X other-end }
1770817878.208921 cmdq_get_command: [bind-key/0x5aafffe4e3d0] group 2528
1770817878.208923 cmdq_append <global>: [bind-key/0x5aafffe4e3d0]
1770817878.208924 yylex_token: end at WS
1770817878.208925 yylex_token: bind
1770817878.208927 yylex_token: end at WS
1770817878.208928 yylex_token: -Tcopy-mode-vi
1770817878.208930 yylex_token: end at WS
1770817878.208931 yylex_token: q
1770817878.208932 yylex_token: end at WS
1770817878.208934 yylex_token: send
1770817878.208935 yylex_token: end at WS
1770817878.208936 yylex_token: -X
1770817878.208938 yylex_token: end at WS
1770817878.208939 yylex_token: cancel
1770817878.208941 cmd_parse_build_commands 0:0: bind
1770817878.208942 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.208943 cmd_parse_build_commands 0:2: q
1770817878.208945 cmd_parse_build_commands 0:3 0:0: send
1770817878.208946 cmd_parse_build_commands 0:3 0:1: -X
1770817878.208948 cmd_parse_build_commands 0:3 0:2: cancel
1770817878.208949 cmd_parse_build_commands 0:0: send
1770817878.208951 cmd_parse_build_commands 0:1: -X
1770817878.208952 cmd_parse_build_commands 0:2: cancel
1770817878.209025 args_parse_flags: next -X
1770817878.209027 args_parse_flags: -X
1770817878.209032 args_parse_flags: next cancel
1770817878.209033 args_parse: flags end at 2 of 3
1770817878.209035 args_parse: 2 = cancel (type STRING)
1770817878.209040 cmd_parse_build_commands: send-keys -X cancel
1770817878.209042 args_parse_flags: next -Tcopy-mode-vi
1770817878.209043 args_parse_flag_argument: -T = copy-mode-vi
1770817878.209044 args_parse_flags: next q
1770817878.209102 args_parse: flags end at 2 of 4
1770817878.209104 args_parse: 2 = q (type STRING)
1770817878.209106 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1770817878.209110 cmd_parse_build_commands: bind-key -T copy-mode-vi q { send-keys -X cancel }
1770817878.209112 cmdq_get_command: [bind-key/0x5aafffe4e880] group 2536
1770817878.209113 cmdq_append <global>: [bind-key/0x5aafffe4e880]
1770817878.209115 yylex_token: end at WS
1770817878.209116 yylex_token: bind
1770817878.209118 yylex_token: end at WS
1770817878.209119 yylex_token: -Tcopy-mode-vi
1770817878.209121 yylex_token: end at WS
1770817878.209122 yylex_token: r
1770817878.209124 yylex_token: end at WS
1770817878.209125 yylex_token: send
1770817878.209126 yylex_token: end at WS
1770817878.209128 yylex_token: -X
1770817878.209129 yylex_token: end at WS
1770817878.209130 yylex_token: refresh-from-pane
1770817878.209132 cmd_parse_build_commands 0:0: bind
1770817878.209134 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.209135 cmd_parse_build_commands 0:2: r
1770817878.209137 cmd_parse_build_commands 0:3 0:0: send
1770817878.209138 cmd_parse_build_commands 0:3 0:1: -X
1770817878.209140 cmd_parse_build_commands 0:3 0:2: refresh-from-pane
1770817878.209142 cmd_parse_build_commands 0:0: send
1770817878.209143 cmd_parse_build_commands 0:1: -X
1770817878.209145 cmd_parse_build_commands 0:2: refresh-from-pane
1770817878.209147 args_parse_flags: next -X
1770817878.209149 args_parse_flags: -X
1770817878.209150 args_parse_flags: next refresh-from-pane
1770817878.209151 args_parse: flags end at 2 of 3
1770817878.209153 args_parse: 2 = refresh-from-pane (type STRING)
1770817878.209155 cmd_parse_build_commands: send-keys -X refresh-from-pane
1770817878.209157 args_parse_flags: next -Tcopy-mode-vi
1770817878.209158 args_parse_flag_argument: -T = copy-mode-vi
1770817878.209160 args_parse_flags: next r
1770817878.209161 args_parse: flags end at 2 of 4
1770817878.209162 args_parse: 2 = r (type STRING)
1770817878.209164 args_parse: 3 = send-keys -X refresh-from-pane (type COMMANDS)
1770817878.209167 cmd_parse_build_commands: bind-key -T copy-mode-vi r { send-keys -X refresh-from-pane }
1770817878.209170 cmdq_get_command: [bind-key/0x5aafffe4f350] group 2544
1770817878.209171 cmdq_append <global>: [bind-key/0x5aafffe4f350]
1770817878.209173 yylex_token: end at WS
1770817878.209174 yylex_token: bind
1770817878.209176 yylex_token: end at WS
1770817878.209177 yylex_token: -Tcopy-mode-vi
1770817878.209179 yylex_token: end at WS
1770817878.209180 yylex_token: t
1770817878.209181 yylex_token: end at WS
1770817878.209183 yylex_token: command-prompt
1770817878.209184 yylex_token: end at WS
1770817878.209186 yylex_token: -1p(jump to forward)
1770817878.209187 yylex_token: end at WS
1770817878.209188 yylex_token: send
1770817878.209190 yylex_token: end at WS
1770817878.209191 yylex_token: -X
1770817878.209193 yylex_token: end at WS
1770817878.209194 yylex_token: jump-to-forward
1770817878.209195 yylex_token: end at WS
1770817878.209197 yylex_token: --
1770817878.209198 yylex_token: end at WS
1770817878.209199 yylex_token: %%
1770817878.209201 cmd_parse_build_commands 0:0: bind
1770817878.209202 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.209204 cmd_parse_build_commands 0:2: t
1770817878.209206 cmd_parse_build_commands 0:3 0:0: command-prompt
1770817878.209207 cmd_parse_build_commands 0:3 0:1: -1p(jump to forward)
1770817878.209209 cmd_parse_build_commands 0:3 0:2 0:0: send
1770817878.209210 cmd_parse_build_commands 0:3 0:2 0:1: -X
1770817878.209212 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-forward
1770817878.209213 cmd_parse_build_commands 0:3 0:2 0:3: --
1770817878.209215 cmd_parse_build_commands 0:3 0:2 0:4: %%
1770817878.209222 cmd_parse_build_commands 0:0: command-prompt
1770817878.209223 cmd_parse_build_commands 0:1: -1p(jump to forward)
1770817878.209225 cmd_parse_build_commands 0:2 0:0: send
1770817878.209226 cmd_parse_build_commands 0:2 0:1: -X
1770817878.209228 cmd_parse_build_commands 0:2 0:2: jump-to-forward
1770817878.209229 cmd_parse_build_commands 0:2 0:3: --
1770817878.209231 cmd_parse_build_commands 0:2 0:4: %%
1770817878.209232 cmd_parse_build_commands 0:0: send
1770817878.209234 cmd_parse_build_commands 0:1: -X
1770817878.209235 cmd_parse_build_commands 0:2: jump-to-forward
1770817878.209236 cmd_parse_build_commands 0:3: --
1770817878.209238 cmd_parse_build_commands 0:4: %%
1770817878.209240 args_parse_flags: next -X
1770817878.209242 args_parse_flags: -X
1770817878.209243 args_parse_flags: next jump-to-forward
1770817878.209244 args_parse: flags end at 2 of 5
1770817878.209246 args_parse: 2 = jump-to-forward (type STRING)
1770817878.209247 args_parse: 3 = -- (type STRING)
1770817878.209249 args_parse: 4 = %% (type STRING)
1770817878.209252 cmd_parse_build_commands: send-keys -X jump-to-forward -- "%%"
1770817878.209253 args_parse_flags: next -1p(jump to forward)
1770817878.209255 args_parse_flags: -1
1770817878.209256 args_parse_flag_argument: -p = (jump to forward)
1770817878.209258 args_parse: flags end at 2 of 3
1770817878.209260 args_parse: 2 = send-keys -X jump-to-forward -- "%%" (type COMMANDS)
1770817878.209264 cmd_parse_build_commands: command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward -- "%%" }
1770817878.209265 args_parse_flags: next -Tcopy-mode-vi
1770817878.209267 args_parse_flag_argument: -T = copy-mode-vi
1770817878.209268 args_parse_flags: next t
1770817878.209270 args_parse: flags end at 2 of 4
1770817878.209271 args_parse: 2 = t (type STRING)
1770817878.209274 args_parse: 3 = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward -- "%%" } (type COMMANDS)
1770817878.209279 cmd_parse_build_commands: bind-key -T copy-mode-vi t { command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward -- "%%" } }
1770817878.209281 cmdq_get_command: [bind-key/0x5aafffe4f490] group 2552
1770817878.209283 cmdq_append <global>: [bind-key/0x5aafffe4f490]
1770817878.209284 yylex_token: end at WS
1770817878.209285 yylex_token: bind
1770817878.209287 yylex_token: end at WS
1770817878.209288 yylex_token: -Tcopy-mode-vi
1770817878.209290 yylex_token: end at WS
1770817878.209291 yylex_token: v
1770817878.209292 yylex_token: end at WS
1770817878.209294 yylex_token: send
1770817878.209295 yylex_token: end at WS
1770817878.209296 yylex_token: -X
1770817878.209298 yylex_token: end at WS
1770817878.209299 yylex_token: rectangle-toggle
1770817878.209301 cmd_parse_build_commands 0:0: bind
1770817878.209302 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.209304 cmd_parse_build_commands 0:2: v
1770817878.209305 cmd_parse_build_commands 0:3 0:0: send
1770817878.209306 cmd_parse_build_commands 0:3 0:1: -X
1770817878.209308 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1770817878.209310 cmd_parse_build_commands 0:0: send
1770817878.209311 cmd_parse_build_commands 0:1: -X
1770817878.209313 cmd_parse_build_commands 0:2: rectangle-toggle
1770817878.209315 args_parse_flags: next -X
1770817878.209317 args_parse_flags: -X
1770817878.209318 args_parse_flags: next rectangle-toggle
1770817878.209319 args_parse: flags end at 2 of 3
1770817878.209321 args_parse: 2 = rectangle-toggle (type STRING)
1770817878.209323 cmd_parse_build_commands: send-keys -X rectangle-toggle
1770817878.209325 args_parse_flags: next -Tcopy-mode-vi
1770817878.209326 args_parse_flag_argument: -T = copy-mode-vi
1770817878.209327 args_parse_flags: next v
1770817878.209329 args_parse: flags end at 2 of 4
1770817878.209330 args_parse: 2 = v (type STRING)
1770817878.209332 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1770817878.209335 cmd_parse_build_commands: bind-key -T copy-mode-vi v { send-keys -X rectangle-toggle }
1770817878.209337 cmdq_get_command: [bind-key/0x5aafffe4d9e0] group 2564
1770817878.209342 cmdq_append <global>: [bind-key/0x5aafffe4d9e0]
1770817878.209343 yylex_token: end at WS
1770817878.209345 yylex_token: bind
1770817878.209346 yylex_token: end at WS
1770817878.209348 yylex_token: -Tcopy-mode-vi
1770817878.209349 yylex_token: end at WS
1770817878.209350 yylex_token: w
1770817878.209352 yylex_token: end at WS
1770817878.209353 yylex_token: send
1770817878.209354 yylex_token: end at WS
1770817878.209355 yylex_token: -X
1770817878.209357 yylex_token: end at WS
1770817878.209358 yylex_token: next-word
1770817878.209360 cmd_parse_build_commands 0:0: bind
1770817878.209361 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.209363 cmd_parse_build_commands 0:2: w
1770817878.209364 cmd_parse_build_commands 0:3 0:0: send
1770817878.209366 cmd_parse_build_commands 0:3 0:1: -X
1770817878.209367 cmd_parse_build_commands 0:3 0:2: next-word
1770817878.209369 cmd_parse_build_commands 0:0: send
1770817878.209372 cmd_parse_build_commands 0:1: -X
1770817878.209374 cmd_parse_build_commands 0:2: next-word
1770817878.209376 args_parse_flags: next -X
1770817878.209377 args_parse_flags: -X
1770817878.209379 args_parse_flags: next next-word
1770817878.209380 args_parse: flags end at 2 of 3
1770817878.209382 args_parse: 2 = next-word (type STRING)
1770817878.209384 cmd_parse_build_commands: send-keys -X next-word
1770817878.209386 args_parse_flags: next -Tcopy-mode-vi
1770817878.209387 args_parse_flag_argument: -T = copy-mode-vi
1770817878.209388 args_parse_flags: next w
1770817878.209390 args_parse: flags end at 2 of 4
1770817878.209391 args_parse: 2 = w (type STRING)
1770817878.209393 args_parse: 3 = send-keys -X next-word (type COMMANDS)
1770817878.209396 cmd_parse_build_commands: bind-key -T copy-mode-vi w { send-keys -X next-word }
1770817878.209398 cmdq_get_command: [bind-key/0x5aafffe4fe30] group 2572
1770817878.209400 cmdq_append <global>: [bind-key/0x5aafffe4fe30]
1770817878.209401 yylex_token: end at WS
1770817878.209402 yylex_token: bind
1770817878.209404 yylex_token: end at WS
1770817878.209405 yylex_token: -Tcopy-mode-vi
1770817878.209407 yylex_token: end at WS
1770817878.209408 yylex_token: {
1770817878.209409 yylex_token: end at WS
1770817878.209411 yylex_token: send
1770817878.209412 yylex_token: end at WS
1770817878.209413 yylex_token: -X
1770817878.209415 yylex_token: end at WS
1770817878.209416 yylex_token: previous-paragraph
1770817878.209418 cmd_parse_build_commands 0:0: bind
1770817878.209419 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.209421 cmd_parse_build_commands 0:2: {
1770817878.209422 cmd_parse_build_commands 0:3 0:0: send
1770817878.209423 cmd_parse_build_commands 0:3 0:1: -X
1770817878.209425 cmd_parse_build_commands 0:3 0:2: previous-paragraph
1770817878.209427 cmd_parse_build_commands 0:0: send
1770817878.209428 cmd_parse_build_commands 0:1: -X
1770817878.209429 cmd_parse_build_commands 0:2: previous-paragraph
1770817878.209431 args_parse_flags: next -X
1770817878.209433 args_parse_flags: -X
1770817878.209434 args_parse_flags: next previous-paragraph
1770817878.209436 args_parse: flags end at 2 of 3
1770817878.209437 args_parse: 2 = previous-paragraph (type STRING)
1770817878.209440 cmd_parse_build_commands: send-keys -X previous-paragraph
1770817878.209441 args_parse_flags: next -Tcopy-mode-vi
1770817878.209443 args_parse_flag_argument: -T = copy-mode-vi
1770817878.209444 args_parse_flags: next {
1770817878.209445 args_parse: flags end at 2 of 4
1770817878.209447 args_parse: 2 = { (type STRING)
1770817878.209449 args_parse: 3 = send-keys -X previous-paragraph (type COMMANDS)
1770817878.209452 cmd_parse_build_commands: bind-key -T copy-mode-vi \\{ { send-keys -X previous-paragraph }
1770817878.209454 cmdq_get_command: [bind-key/0x5aafffe4ec80] group 2580
1770817878.209455 cmdq_append <global>: [bind-key/0x5aafffe4ec80]
1770817878.209457 yylex_token: end at WS
1770817878.209458 yylex_token: bind
1770817878.209460 yylex_token: end at WS
1770817878.209461 yylex_token: -Tcopy-mode-vi
1770817878.209462 yylex_token: end at WS
1770817878.209464 yylex_token: }
1770817878.209468 yylex_token: end at WS
1770817878.209470 yylex_token: send
1770817878.209471 yylex_token: end at WS
1770817878.209472 yylex_token: -X
1770817878.209474 yylex_token: end at WS
1770817878.209475 yylex_token: next-paragraph
1770817878.209477 cmd_parse_build_commands 0:0: bind
1770817878.209478 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.209480 cmd_parse_build_commands 0:2: }
1770817878.209481 cmd_parse_build_commands 0:3 0:0: send
1770817878.209482 cmd_parse_build_commands 0:3 0:1: -X
1770817878.209484 cmd_parse_build_commands 0:3 0:2: next-paragraph
1770817878.209486 cmd_parse_build_commands 0:0: send
1770817878.209487 cmd_parse_build_commands 0:1: -X
1770817878.209488 cmd_parse_build_commands 0:2: next-paragraph
1770817878.209491 args_parse_flags: next -X
1770817878.209492 args_parse_flags: -X
1770817878.209493 args_parse_flags: next next-paragraph
1770817878.209495 args_parse: flags end at 2 of 3
1770817878.209496 args_parse: 2 = next-paragraph (type STRING)
1770817878.209498 cmd_parse_build_commands: send-keys -X next-paragraph
1770817878.209500 args_parse_flags: next -Tcopy-mode-vi
1770817878.209501 args_parse_flag_argument: -T = copy-mode-vi
1770817878.209503 args_parse_flags: next }
1770817878.209504 args_parse: flags end at 2 of 4
1770817878.209506 args_parse: 2 = } (type STRING)
1770817878.209508 args_parse: 3 = send-keys -X next-paragraph (type COMMANDS)
1770817878.209511 cmd_parse_build_commands: bind-key -T copy-mode-vi \\} { send-keys -X next-paragraph }
1770817878.209512 cmdq_get_command: [bind-key/0x5aafffe507d0] group 2588
1770817878.209514 cmdq_append <global>: [bind-key/0x5aafffe507d0]
1770817878.209516 yylex_token: end at WS
1770817878.209517 yylex_token: bind
1770817878.209518 yylex_token: end at WS
1770817878.209520 yylex_token: -Tcopy-mode-vi
1770817878.209521 yylex_get_word: %
1770817878.209523 yylex_token: end at WS
1770817878.209524 yylex_token: send
1770817878.209525 yylex_token: end at WS
1770817878.209527 yylex_token: -X
1770817878.209528 yylex_token: end at WS
1770817878.209530 yylex_token: next-matching-bracket
1770817878.209531 cmd_parse_build_commands 0:0: bind
1770817878.209533 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770817878.209534 cmd_parse_build_commands 0:2: %
1770817878.209536 cmd_parse_build_commands 0:3 0:0: send
1770817878.209537 cmd_parse_build_commands 0:3 0:1: -X
1770817878.209538 cmd_parse_build_commands 0:3 0:2: next-matching-bracket
1770817878.209540 cmd_parse_build_commands 0:0: send
1770817878.209542 cmd_parse_build_commands 0:1: -X
1770817878.209543 cmd_parse_build_commands 0:2: next-matching-bracket
1770817878.209545 args_parse_flags: next -X
1770817878.209546 args_parse_flags: -X
1770817878.209548 args_parse_flags: next next-matching-bracket
1770817878.209549 args_parse: flags end at 2 of 3
1770817878.209551 args_parse: 2 = next-matching-bracket (type STRING)
1770817878.209553 cmd_parse_build_commands: send-keys -X next-matching-bracket
